26,-6.010268,5.362529,600,0.6622418,7,True
#
12,-8.624696,5.119989,599.3312,0.9768117,3,True
#
14,-8.388443,4.889171,599.9998,0.8870641,1,True
#
0,-0.559808,0.4818535,600,0.6696286,0,True
#
20,-8.717396,2.457958,600,0.5104125,2,True
#
20,-9.992903,7.040797,527.6107,0.8215203,7,True
#
29,-5.032657,7.949625,600,0.7839864,3,True
#
5,-2.101409,8.086658,599.9369,0.8040602,0,True
#
11,-5.667024,3.338404,599.8213,0.5709987,5,True
#
20,-0.3520751,9.788877,598.9045,0.9849165,1,True
#
3,-1.113874,2.4891,599.1102,0.538058,0,True
#
6,-3.798092,9.970578,599.9999,0.5433571,4,True
#
22,-7.509972,5.364993,599.9829,0.986518,0,True
#
24,-3.384142,5.829529,599.9984,0.8412143,7,True
#
23,-0.1855588,5.368449,600,0.5480247,7,True
#
24,-6.10992,2.867736,599.9882,0.5609831,2,True
#
15,-1.10937,4.626176,495.0462,0.5042552,5,True
#
18,-9.230781,8.32739,554.5516,0.8780923,1,True
#
28,-3.374386,6.809174,561.4963,0.7677139,1,True
#
18,-9.350358,3.971476,599.9999,0.9499813,4,True
#
29,-6.385513,3.611159,598.7948,0.9710398,1,True
#
13,-5.916693,8.983364,599.9914,0.9498811,7,True
#
21,-6.619891,0.7814133,599.5914,0.6827902,0,True
#
10,-7.627889,1.270556,598.9006,0.7158297,6,True
#
6,-0.1432443,0.185492,600,0.7009503,0,True
#
16,-9.430391,2.170835,562.5672,0.7786793,2,True
#
7,-6.05269,9.627277,596.7078,0.5520563,2,True
#
0,-6.3627,4.99603,600,0.8284956,5,True
#
6,-1.548457,0.8446395,599.2653,0.9882882,3,True
#
8,-2.915802,4.493384,600,0.8278872,1,True
#
27,-3.731744,6.577337,600,0.9057463,7,True
#
28,-3.371573,3.083083,599.9978,0.7788347,2,True
#
10,-7.227399,5.783606,367.3402,0.990384,3,True
#
13,-8.281475,4.822278,598.8508,0.9503701,2,True
#
15,-6.037677,4.927794,600,0.6416509,4,True
#
14,-2.192563,4.643901,594.4568,0.6757567,5,False
#
*
8,-5.480206,16.69962,600,0.9076058,7,True
#
17,-5.404338,15.346,599.9998,0.8068798,4,True
#
12,-6.800896,19.55051,599.9763,0.5175143,1,True
#
20,-5.458792,15.21037,599.7793,0.9260824,0,True
#
16,-3.172725,15.18729,595.6379,0.7581381,4,True
#
20,-0.6825113,12.75528,448.9626,0.5138538,7,True
#
10,-1.200746,18.85388,595.3187,0.5243543,3,True
#
15,-8.350883,18.56514,599.9971,0.704317,2,True
#
9,-8.935257,13.78595,599.9897,0.6963559,4,True
#
14,-3.442102,11.89454,577.798,0.599341,7,True
#
27,-9.042131,18.68211,599.8721,0.604669,0,True
#
15,-1.495522,12.09543,599.9999,0.8944957,1,True
#
0,-2.117457,15.84752,599.9997,0.9738427,4,True
#
4,-1.962303,10.13279,600,0.7974157,5,True
#
11,-7.544687,11.99679,600,0.9503556,2,True
#
16,-5.877501,11.11414,525.4782,0.6210049,7,True
#
3,-7.311736,12.6746,315.2303,0.5535235,3,True
#
20,-8.935354,13.80574,599.0929,0.7680804,3,True
#
27,-9.819248,18.27828,599.9995,0.5997487,6,True
#
17,-4.690566,15.34988,600,0.859024,2,True
#
18,-7.263776,16.53347,600,0.8594496,6,True
#
12,-3.831763,16.51191,599.9996,0.5814716,6,True
#
1,-7.397777,19.7585,599.9998,0.7830403,7,True
#
18,-3.456375,17.48174,598.7227,0.5851387,0,True
#
3,-3.370082,18.62022,600,0.8776568,7,True
#
14,-7.632854,16.5012,600,0.6293995,7,True
#
14,-7.688545,19.85908,599.9999,0.7281631,0,True
#
11,-1.104307,16.55564,594.3893,0.8078508,5,True
#
10,-2.132905,13.56923,344.6996,0.521064,3,True
#
17,-8.458958,17.34859,599.9998,0.5747235,3,True
#
9,-7.102718,11.13542,600,0.9065982,5,True
#
28,-1.781106,13.93356,594.9855,0.6539916,3,True
#
23,-5.702615,17.66664,578.892,0.6860899,6,True
#
16,-1.523722,14.72458,499.0312,0.5730742,2,True
#
23,-7.702726,19.45339,599.9494,0.819643,7,True
#
8,-6.771133,10.59935,599.7225,0.9215848,4,False
#
*
?
26,-17.38482,3.100059,599.964,0.5079424,4,True
#
11,-16.25688,1.237917,580.7422,0.6607121,3,True
#
16,-14.48173,8.189438,586.2993,0.6359112,1,True
#
26,-16.402,9.358745,527.8291,0.9994359,7,True
#
3,-14.01883,7.708988,599.9954,0.9284289,4,True
#
6,-15.5262,4.801428,599.9741,0.6711435,6,True
#
24,-19.22329,9.493493,600,0.6745889,5,True
#
3,-19.73628,1.790342,599.8,0.6194298,2,True
#
4,-18.49911,8.88822,600,0.7294507,3,True
#
6,-17.47794,9.948501,597.6699,0.623437,2,True
#
25,-19.42505,0.431813,599.9967,0.6909105,0,True
#
17,-17.20006,7.302884,600,0.831676,7,True
#
21,-19.78713,2.091981,599.9999,0.6283649,7,True
#
25,-11.57245,6.167694,579.503,0.7778363,0,True
#
19,-17.39865,2.215188,600,0.8316193,3,True
#
15,-16.71244,0.8112824,599.9955,0.6235346,0,True
#
0,-14.26374,3.637053,600,0.6764082,1,True
#
15,-11.2965,6.447047,600,0.9987305,7,True
#
6,-10.02866,9.516167,528.6584,0.7056645,4,True
#
9,-16.78893,5.188753,600,0.7155716,6,True
#
10,-18.92023,3.070844,599.6507,0.8786517,0,True
#
11,-10.34693,5.714036,596.3424,0.5715024,1,True
#
14,-14.6706,7.78904,600,0.8328909,1,True
#
3,-10.97052,5.36864,599.9412,0.8613496,3,True
#
16,-10.98757,8.626869,600,0.7005975,1,True
#
29,-17.88371,0.9487212,600,0.6734706,7,True
#
10,-19.18829,1.48205,600,0.5670722,2,True
#
11,-16.36846,7.948204,600,0.8914518,4,True
#
24,-11.9037,4.021047,600,0.9146219,1,True
#
15,-13.96522,0.1465118,600,0.9374896,7,True
#
9,-11.66358,7.641969,599.9618,0.8552828,0,True
#
20,-18.8878,9.236611,600,0.9929428,0,True
#
20,-17.72725,0.8171463,600,0.7676741,4,True
#
26,-15.25704,5.621247,600,0.8302708,4,True
#
1,-12.28594,0.08655787,596.2794,0.6964766,3,True
#
23,-16.47989,3.314751,585.4895,0.7329954,0,True
#
*
21,-19.52813,15.99474,600,0.9716098,2,True
#
3,-16.85526,19.69036,599.7695,0.5492398,1,True
#
20,-13.43911,10.57519,597.7163,0.8427536,0,True
#
21,-12.2518,12.6113,600,0.9696034,5,True
#
26,-18.70261,15.45554,598.3701,0.8477938,5,True
#
7,-11.40488,16.4901,600,0.9213005,5,True
#
15,-18.23195,10.33549,600,0.66748,3,True
#
3,-17.32684,17.6682,595.5238,0.5904029,1,True
#
17,-18.47714,17.62132,599.7843,0.6402925,1,True
#
25,-17.33949,14.52373,450.9054,0.7940067,2,True
#
24,-16.808,17.13487,582.1819,0.6920296,7,True
#
1,-14.46456,17.46266,600,0.9069769,2,True
#
20,-19.50789,14.46239,599.9996,0.8050568,5,True
#
28,-11.84895,16.30151,599.9578,0.9462794,3,True
#
9,-14.4569,16.79575,600,0.9386613,3,True
#
29,-10.61969,13.57552,599.9914,0.6482768,5,True
#
8,-18.73456,13.5155,599.9996,0.8014927,1,True
#
1,-11.23268,18.40783,570.0913,0.6538978,7,True
#
13,-16.50779,11.72251,369.816,0.6797364,5,True
#
16,-11.30561,13.25799,600,0.6970624,2,True
#
22,-19.7249,11.64467,515.0304,0.8979596,3,True
#
7,-12.86908,13.53486,599.7457,0.9978157,4,False
#
12,-13.49364,13.81809,599.8177,0.6444486,6,True
#
28,-12.0502,17.95607,599.9954,0.5507213,3,True
#
3,-11.41321,11.26788,599.7667,0.7308161,6,True
#
20,-11.0225,10.03366,600,0.8149799,3,True
#
5,-19.35442,16.96461,590.1979,0.6509029,7,True
#
14,-17.7874,10.84214,572.9401,0.9205924,0,True
#
1,-13.03313,11.68869,600,0.9566626,6,True
#
21,-15.4487,13.18598,599.7728,0.9700314,5,True
#
26,-10.77859,12.21083,599.7431,0.7038391,6,True
#
15,-19.50978,12.29201,600,0.574542,0,True
#
22,-14.39906,11.85197,600,0.5769562,2,True
#
10,-19.17356,16.26106,572.5027,0.7279503,1,True
#
3,-19.23863,11.26622,600,0.6370858,6,True
#
21,-18.569,15.56178,599.9995,0.8097919,4,True
#
*
?
/
20,9.793846,0.3014421,402.2598,0.9199462,3,True
#
4,9.851628,1.754299,600,0.5748241,3,True
#
19,8.005774,4.046791,600,0.5563308,3,True
#
16,7.896826,7.859498,600,0.976768,6,True
#
2,5.83683,0.7230604,599.9999,0.6131235,4,True
#
2,4.547251,3.195312,600,0.967147,5,True
#
16,7.51821,0.6778777,599.9941,0.6519567,5,True
#
24,7.704443,3.101675,600,0.9583299,5,True
#
12,7.206135,2.106434,599.9966,0.589473,4,True
#
3,2.011957,2.373065,599.7081,0.5108696,7,True
#
10,3.892135,8.038929,491.5626,0.8883778,3,True
#
0,7.209292,5.723407,589.0688,0.8017983,6,True
#
20,4.067039,4.987201,600,0.7373363,3,True
#
26,1.432072,6.425316,589.0153,0.6751784,1,True
#
27,1.037277,3.40075,599.9999,0.6996325,2,True
#
8,4.905956,9.287934,600,0.5434459,3,True
#
25,2.636363,3.174734,507.1131,0.5350816,2,True
#
15,1.085135,3.403048,600,0.7656986,5,True
#
23,7.260208,0.72317,599.9102,0.9646446,6,True
#
19,3.096736,4.24661,600,0.8180548,6,True
#
4,0.4289484,4.199841,357.9844,0.9042176,4,True
#
25,1.777903,2.242668,417.971,0.7676855,4,True
#
22,9.300993,3.589125,593.9281,0.6140358,0,True
#
22,4.650466,3.957428,600,0.737075,7,True
#
6,6.338476,9.063539,600,0.8240393,7,True
#
9,3.532863,7.863273,371.8561,0.5514176,4,True
#
15,4.936561,7.764773,600,0.7512933,7,True
#
0,7.318871,0.8860469,598.8452,0.9625001,7,True
#
2,7.244085,0.8913291,598.5033,0.9840673,2,True
#
2,8.646872,7.344264,598.2294,0.6040224,3,True
#
11,2.439454,3.892568,600,0.8918606,3,True
#
1,9.985662,2.585251,598.8278,0.9798315,2,True
#
18,2.48771,8.964171,596.2067,0.9105361,1,True
#
8,7.633605,9.013866,585.3951,0.8149968,0,True
#
3,9.733691,1.724845,599.4257,0.5760285,6,True
#
1,5.387022,5.688171,600,0.6712526,5,True
#
*
20,0.3390241,19.03904,549.7039,0.7340201,3,True
#
8,1.322565,11.4571,597.4787,0.7835282,5,True
#
